1960-04-01,-0.89
1960-05-01,-0.54
1960-06-01,-0.14
1960-07-01,0.66
1960-08-01,0.41
1960-09-01,1.69
1960-10-01,0.43
1960-11-01,-0.97
1960-12-01,1.73
1961-01-01,0.43
1961-02-01,-2.14
1961-03-01,-2.67
1961-04-01,-0.18
1961-05-01,-1.96
1961-06-01,0.63
1961-07-01,-0.43
1961-08-01,-1.13
1961-09-01,-0.51
1961-10-01,0.76
1961-11-01,0.54
1961-12-01,-0.78
1962-01-01,0.28
1962-02-01,0.44
1962-03-01,-0.02
1962-04-01,-0.34
1962-05-01,0.27
1962-06-01,-1.45
1962-07-01,-1.03
1962-08-01,-1.57
1962-09-01,-0.50
1962-10-01,0.50
1962-11-01,1.01
1962-12-01,-0.20
1963-01-01,-0.71
1963-02-01,0.49
1963-03-01,0.25
1963-04-01,-1.22
1963-05-01,-1.18
1963-06-01,0.29
1963-07-01,0.19
1963-08-01,2.08
1963-09-01,0.53
1963-10-01,-1.14
1963-11-01,-0.40
1963-12-01,-1.25
1964-01-01,-2.33
1964-02-01,-0.80
1964-03-01,0.33
1964-04-01,1.15
1964-05-01,-0.08
1964-06-01,-0.73
1964-07-01,-0.10
1964-08-01,0.59
1964-09-01,-0.28
1964-10-01,0.75
1964-11-01,-0.06
1964-12-01,0.09
1965-01-01,0.70
1965-02-01,-0.70
1965-03-01,0.42
1965-04-01,0.60
1965-05-01,-0.13
1965-06-01,-0.83
1965-07-01,-0.34
1965-08-01,1.22
1965-09-01,1.12
1965-10-01,-0.94
1965-11-01,0.44
1965-12-01,0.12
1966-01-01,-1.11
1966-02-01,0.47
1966-03-01,-0.54
1966-04-01,-0.78
1966-05-01,0.24
1966-06-01,0.97
1966-07-01,0.31
1966-08-01,-1.51
1966-09-01,-1.28
1966-10-01,1.46
1966-11-01,1.63
1966-12-01,-0.09
1967-01-01,-0.36
1967-02-01,-1.36
1967-03-01,0.22
1967-04-01,-0.69
1967-05-01,-0.18
1967-06-01,-1.19
1967-07-01,0.77
1967-08-01,0.37
1967-09-01,0.34
1967-10-01,-0.44
1967-11-01,0.85
1967-12-01,0.64
1968-01-01,0.01
1968-02-01,0.19
1968-03-01,-0.02
1968-04-01,-0.44
1968-05-01,0.64
1968-06-01,-1.98
1968-07-01,-3.01
1968-08-01,1.16
1968-09-01,0.93
1968-10-01,-1.62
1968-11-01,-1.41
1968-12-01,1.33
1969-01-01,-0.87
1969-02-01,0.62
1969-03-01,0.38
1969-04-01,0.46
1969-05-01,-0.07
1969-06-01,-0.14
1969-07-01,-1.29
1969-08-01,0.33
1969-09-01,2.71
1969-10-01,-1.61
1969-11-01,-0.13
1969-12-01,1.47
1970-01-01,-1.04
1970-02-01,0.25
1970-03-01,0.14
1970-04-01,0.86
1970-05-01,-0.65
1970-06-01,0.10
1970-07-01,-0.63
1970-08-01,0.85
1970-09-01,-0.72
1970-10-01,-0.26
1970-11-01,-0.00
1970-12-01,-0.21
1971-01-01,0.10
1971-02-01,-0.14
1971-03-01,0.43
1971-04-01,0.99
1971-05-01,1.88
1971-06-01,0.62
1971-07-01,1.04
1971-08-01,-0.65
1971-09-01,-0.69
1971-10-01,-0.91
1971-11-01,1.30
1971-12-01,0.10
1972-01-01,0.65
1972-02-01,1.04
1972-03-01,-0.23
1972-04-01,0.45
1972-05-01,1.74
1972-06-01,1.23
1972-07-01,-0.30
1972-08-01,-0.15
1972-09-01,-0.34
1972-10-01,-0.36
1972-11-01,-0.68
1972-12-01,-0.63
1973-01-01,-0.51
1973-02-01,1.27
1973-03-01,-0.80
1973-04-01,-0.29
1973-05-01,0.06
1973-06-01,1.55
1973-07-01,0.16
1973-08-01,-0.16
1973-09-01,1.79
1973-10-01,-0.39
1973-11-01,-1.76
1973-12-01,0.01
1974-01-01,-1.17
1974-02-01,0.36
1974-03-01,0.99
1974-04-01,0.41
1974-05-01,-0.36
1974-06-01,-1.05
1974-07-01,0.49
1974-08-01,-0.62
1974-09-01,0.34
1974-10-01,1.83
1974-11-01,-0.30
1974-12-01,-1.40
1975-01-01,-0.58
1975-02-01,-1.08
1975-03-01,1.74
1975-04-01,0.63
1975-05-01,0.12
1975-06-01,-0.38
1975-07-01,-1.74
1975-08-01,-0.40
1975-09-01,0.71
1975-10-01,0.20
1975-11-01,1.07
1975-12-01,-0.20
1976-01-01,-0.68
1976-02-01,-0.88
1976-03-01,-0.38
1976-04-01,0.19
1976-05-01,-0.70
1976-06-01,-2.12
1976-07-01,1.15
1976-08-01,0.22
1976-09-01,0.65
1976-10-01,0.42
1976-11-01,0.07
1976-12-01,0.16
1977-01-01,-0.45
1977-02-01,-1.22
1977-03-01,0.09
1977-04-01,-0.55
1977-05-01,0.88
1977-06-01,2.73
1977-07-01,1.02
1977-08-01,0.05
1977-09-01,-2.80
1977-10-01,-1.08
1977-11-01,0.22
1977-12-01,-0.82
1978-01-01,1.55
1978-02-01,0.08
1978-03-01,-0.07
1978-04-01,0.21
1978-05-01,1.04
1978-06-01,1.73
1978-07-01,0.20
1978-08-01,0.13
1978-09-01,-0.32
1978-10-01,-0.94
1978-11-01,-0.99
1978-12-01,-0.55
1979-01-01,0.48
1979-02-01,0.02
1979-03-01,1.02
1979-04-01,0.45
1979-05-01,-0.55
1979-06-01,-0.83
1979-07-01,-0.35
1979-08-01,0.32
1979-09-01,-0.05
1979-10-01,0.45
1979-11-01,0.64
1979-12-01,0.64
1980-01-01,0.05
1980-02-01,-1.38
1980-03-01,0.03
1980-04-01,0.84
1980-05-01,0.88
1980-06-01,-0.67
1980-07-01,0.43
1980-08-01,-0.94
1980-09-01,-1.68
1980-10-01,1.10
1980-11-01,0.06
1980-12-01,0.85
1981-01-01,-1.26
1981-02-01,0.11
1981-03-01,-0.48
1981-04-01,-0.26
1981-05-01,-0.54
1981-06-01,-0.24
1981-07-01,0.80
1981-08-01,-1.93
1981-09-01,-0.77
1981-10-01,0.58
1981-11-01,-2.25
1981-12-01,0.96
1982-01-01,-0.37
1982-02-01,0.23
1982-03-01,0.15
1982-04-01,-3.36
1982-05-01,-0.23
1982-06-01,-0.26
1982-07-01,-0.74
1982-08-01,1.21
1982-09-01,-0.59
1982-10-01,1.09
1982-11-01,-0.01
1982-12-01,1.17
1983-01-01,-1.36
1983-02-01,0.47
1983-03-01,0.40
1983-04-01,0.34
1983-05-01,-0.54
1983-06-01,0.05
1983-07-01,0.70
1983-08-01,3.52
1983-09-01,-0.87
1983-10-01,-0.20
1983-11-01,-1.82
1983-12-01,-0.83
1984-01-01,1.04
1984-02-01,0.31
1984-03-01,-0.53
1984-04-01,-1.23
1984-05-01,1.45
1984-06-01,0.18
1984-07-01,-1.60
1984-08-01,-0.18
1984-09-01,1.08
1984-10-01,0.44
1984-11-01,0.57
1984-12-01,0.35
1985-01-01,0.49
1985-02-01,-0.39
1985-03-01,0.94
1985-04-01,0.22
1985-05-01,1.52
1985-06-01,-0.60
1985-07-01,-0.11
1985-08-01,-0.51
1985-09-01,-2.10
1985-10-01,-0.92
1985-11-01,0.90
1985-12-01,-0.64
1986-01-01,1.20
1986-02-01,1.30
1986-03-01,0.77
1986-04-01,0.98
1986-05-01,-1.10
1986-06-01,0.27
1986-07-01,-1.57
1986-08-01,-0.11
1986-09-01,-0.75
1986-10-01,0.74
1986-11-01,-1.34
1986-12-01,0.33
1987-01-01,-0.13
1987-02-01,0.76
1987-03-01,-0.08
1987-04-01,-1.71
1987-05-01,-2.23
1987-06-01,-0.62
1987-07-01,0.16
1987-08-01,-0.78
1987-09-01,-0.68
1987-10-01,0.08
1987-11-01,1.50
1987-12-01,-2.13
1988-01-01,0.63
1988-02-01,-0.04
1988-03-01,0.41
1988-04-01,0.16
1988-05-01,-1.19
1988-06-01,0.21
1988-07-01,1.17
1988-08-01,0.22
1988-09-01,-0.33
1988-10-01,-1.33
1988-11-01,-2.24
1988-12-01,-0.93
1989-01-01,-1.49
1989-02-01,0.55
1989-03-01,-0.41
1989-04-01,1.30
1989-05-01,0.08
1989-06-01,-0.43
1989-07-01,-1.53
1989-08-01,-1.42
1989-09-01,-2.10
1989-10-01,-2.14
1989-11-01,-0.31
1989-12-01,-2.07
1990-01-01,-0.67
1990-02-01,-2.42
1990-03-01,-1.53
1990-04-01,1.72
1990-05-01,-0.94
1990-06-01,0.35
1990-07-01,-0.94
1990-08-01,-0.20
1990-09-01,-0.93
1990-10-01,0.09
1990-11-01,0.74
1990-12-01,-0.11
1991-01-01,-0.13
1991-02-01,0.25
1991-03-01,0.48
1991-04-01,0.19
1991-05-01,0.84
1991-06-01,-0.46
1991-07-01,-0.25
1991-08-01,-1.15
1991-09-01,0.67
1991-10-01,0.38
1991-11-01,0.43
1991-12-01,-2.33
1992-01-01,-0.87
1992-02-01,-1.84
1992-03-01,0.57
1992-04-01,0.03
1992-05-01,0.14
1992-06-01,1.80
1992-07-01,0.28
1992-08-01,0.52
1992-09-01,0.83
1992-10-01,1.74
1992-11-01,-0.53
1992-12-01,-0.23
1993-01-01,-3.30
1993-02-01,-2.21
1993-03-01,0.11
1993-04-01,0.62
1993-05-01,-0.19
1993-06-01,-0.63
1993-07-01,1.22
1993-08-01,0.73
1993-09-01,1.27
1993-10-01,-0.19
1993-11-01,-0.46
1993-12-01,1.17
1994-01-01,-0.50
1994-02-01,-0.73
1994-03-01,-1.22
1994-04-01,1.24
1994-05-01,-0.56
1994-06-01,-1.45
1994-07-01,-0.78
1994-08-01,-0.84
1994-09-01,2.00
1994-10-01,-1.00
1994-11-01,-0.72
1994-12-01,0.08
1995-01-01,0.96
1995-02-01,0.58
1995-03-01,0.87
1995-04-01,-0.77
1995-05-01,-0.23
1995-06-01,-1.65
1995-07-01,-0.67
1995-08-01,-0.44
1995-09-01,0.68
1995-10-01,-1.86
1995-11-01,-1.37
1995-12-01,-0.27
1996-01-01,-1.54
1996-02-01,1.14
1996-03-01,-0.91
1996-04-01,-0.77
1996-05-01,0.59
1996-06-01,-0.66
1996-07-01,1.75
1996-08-01,0.78
1996-09-01,0.70
1996-10-01,-0.81
1996-11-01,1.36
1996-12-01,0.97
1997-01-01,0.40
1997-02-01,-2.24
1997-03-01,-2.42
1997-04-01,-1.61
1997-05-01,0.18
1997-06-01,1.02
1997-07-01,0.35
1997-08-01,0.84
1997-09-01,-0.17
1997-10-01,-0.62
1997-11-01,0.86
1997-12-01,-0.11
1998-01-01,-1.09
1998-02-01,-0.87
1998-03-01,-0.67
1998-04-01,2.00
1998-05-01,0.76
1998-06-01,-0.35
1998-07-01,-0.30
1998-08-01,-0.17
1998-09-01,0.84
1998-10-01,1.90
1998-11-01,0.93
1998-12-01,-1.14
1999-01-01,0.34
1999-02-01,1.56
1999-03-01,1.41
1999-04-01,0.41
1999-05-01,0.41
1999-06-01,-1.02
1999-07-01,-0.21
1999-08-01,-1.52
1999-09-01,0.16
1999-10-01,-0.61
1999-11-01,0.76
1999-12-01,0.96
2000-01-01,-0.88
2000-02-01,0.36
2000-03-01,0.82
2000-04-01,0.90
2000-05-01,-0.69
2000-06-01,0.23
2000-07-01,2.33
2000-08-01,0.24
2000-09-01,0.70
2000-10-01,1.64
2000-11-01,1.02
2000-12-01,-0.92
2001-01-01,1.13
2001-02-01,-0.10
2001-03-01,0.75
2001-04-01,0.87
2001-05-01,-0.54
2001-06-01,0.75
2001-07-01,1.82
2001-08-01,0.62
2001-09-01,-0.55
2001-10-01,-1.47
2001-11-01,0.47
2001-12-01,-0.34
2002-01-01,-0.70
2002-02-01,0.54
2002-03-01,-1.18
2002-04-01,0.52
2002-05-01,1.36
2002-06-01,0.81
2002-07-01,0.86
2002-08-01,1.99
2002-09-01,-0.53
2002-10-01,-0.74
2002-11-01,0.34
2002-12-01,0.85
2003-01-01,0.93
2003-02-01,-0.48
2003-03-01,-1.54
2003-04-01,-1.72
2003-05-01,0.72
2003-06-01,-0.83
2003-07-01,-0.37
2003-08-01,-0.71
2003-09-01,-0.29
2003-10-01,0.84
2003-11-01,0.07
2003-12-01,0.63
2004-01-01,1.13
2004-02-01,0.71
2004-03-01,0.20
2004-04-01,0.63
2004-05-01,0.63
2004-06-01,-0.74
2004-07-01,0.05
2004-08-01,-0.16
2004-09-01,0.79
2004-10-01,0.24
2004-11-01,0.13
2004-12-01,0.83
2005-01-01,0.40
2005-02-01,0.94
2005-03-01,-0.32
2005-04-01,0.79
2005-05-01,-0.94
2005-06-01,0.07
2005-07-01,-0.67
2005-08-01,-0.42
2005-09-01,-0.63
2005-10-01,-0.52
2005-11-01,0.67
2005-12-01,0.87
2006-01-01,0.47
2006-02-01,0.50
2006-03-01,0.37
2006-04-01,-0.50
2006-05-01,-1.18
2006-06-01,-0.95
2006-07-01,0.44
2006-08-01,-0.16
2006-09-01,-0.30
2006-10-01,-0.80
2006-11-01,0.29
2006-12-01,0.28
2007-01-01,0.50
2007-02-01,0.73
2007-03-01,1.97
2007-04-01,-0.51
2007-05-01,0.92
2007-06-01,-0.02
2007-07-01,0.13
2007-08-01,1.46
2007-09-01,0.31
2007-10-01,-0.55
2007-11-01,-0.29
2007-12-01,-0.13
2008-01-01,-0.94
2008-02-01,-0.44
2008-03-01,2.16
2008-04-01,0.53
2008-05-01,1.70
2008-06-01,0.42
2008-07-01,-0.02
2008-08-01,0.72
2008-09-01,-0.20
2008-10-01,1.94
2008-11-01,1.37
2008-12-01,0.81
2009-01-01,1.04
2009-02-01,0.38
2009-03-01,0.85
2009-04-01,0.05
2009-05-01,-0.51
2009-06-01,-0.66
2009-07-01,0.43
2009-08-01,0.93
2009-09-01,1.08
2009-10-01,-0.70
2009-11-01,0.85
2009-12-01,-0.29
2010-01-01,1.48
2010-02-01,-0.17
2010-03-01,-0.76
2010-04-01,-2.09
2010-05-01,0.98
2010-06-01,2.75
2010-07-01,-0.27
2010-08-01,0.13
2010-09-01,0.27
2010-10-01,0.77
2010-11-01,1.25
2010-12-01,0.84
2011-01-01,-1.19
2011-02-01,0.77
2011-03-01,-0.14
2011-04-01,-1.02
2011-05-01,0.30
2011-06-01,0.94
2011-07-01,2.57
2011-08-01,0.06
2011-09-01,-0.45
2011-10-01,-0.12
2011-11-01,-0.18
2011-12-01,1.09
2012-01-01,0.68
2012-02-01,-0.65
2012-03-01,-0.62
2012-04-01,1.69
2012-05-01,-0.02
2012-06-01,0.43
2012-07-01,-0.54
2012-08-01,-0.07
2012-09-01,-0.01
2012-10-01,0.77
2012-11-01,0.33
2012-12-01,-0.62
2013-01-01,1.87
2013-02-01,1.85
2013-03-01,0.48
2013-04-01,1.05
2013-05-01,1.33
2013-06-01,1.69
2013-07-01,-1.64
2013-08-01,0.23
2013-09-01,0.12
2013-10-01,-1.13
2013-11-01,1.28
2013-12-01,-1.08
2014-01-01,1.45
2014-02-01,0.45
2014-03-01,1.15
2014-04-01,-0.35
2014-05-01,-0.05
2014-06-01,-0.20
2014-07-01,0.76
2014-08-01,-0.50
2014-09-01,-1.22
2014-10-01,-0.62
2014-11-01,0.81
2014-12-01,1.02
2015-01-01,1.70
2015-02-01,2.67
2015-03-01,1.54
2015-04-01,-0.93
2015-05-01,-0.59
2015-06-01,0.06
2015-07-01,0.75
2015-08-01,0.45
2015-09-01,-0.04
2015-10-01,-0.34
2015-11-01,0.45
2015-12-01,-2.65
